,pc1,pc2
0,-0.09287678886242408,-0.19123521506610588
1,-0.09622045480075833,0.28796964685801485
2,-0.13057548538617716,0.12056113958046566
3,0.09643062911084109,-0.20117850907188495
4,-0.13557118400952345,0.1922622548837371
5,-0.0767506813340822,-0.23589500326595977
6,-0.07596661436311287,-0.032899335182103334
7,-0.11460670182862435,-0.0748101702645201
8,-0.02938799539609766,1.0125488972844103
9,0.6702008851584046,0.36415724500001323
10,0.039724949735956756,-0.14058359919209315
11,-0.12352834770979602,-0.12164513285794279
12,0.05381575686155883,0.2774944262313025
13,0.025528523203475997,-0.35133123182778503
14,-0.1637614007811483,0.06417078014628107
15,-0.20308529708529902,0.3742445889101038
16,-0.06291911777963789,-0.2871294990000537
17,-0.12516343139234168,0.12581533568770675
18,-0.1253976361181723,-0.1296855394188279
19,-0.03000931520133773,0.28442008152825626
20,-0.048727911229067715,-0.263256839641859
21,-0.03982281388053148,0.7036430777937791
22,0.34185031017030054,0.2600716194920546
23,-0.1332977796480117,-0.10790343807898463
24,-0.11011411554192954,-0.20559224795669567
25,-0.03339268417126078,-0.2224115390853207
26,0.017236417987483776,-0.014717224538034554
27,0.1168437976219365,-0.11806506493207213
28,-0.001128235850348543,0.1592480304270184
29,-0.11744837849202283,-0.180870270268022
30,-0.18694736999206057,-0.02312771612964315
31,0.2340886690007375,0.09208472140802296
32,0.10114992156344914,-0.18609651875164782
33,0.12196400437042573,-0.2994481233945043
34,0.06041249499855653,0.42288073927863273
35,-0.08697541293055397,-0.23502169832739248
36,0.33416618659463093,-0.2580095758631003
37,-0.04992082259819099,0.26411098549649803
38,0.0010477867587655664,0.1073706957317169
39,-0.013403231534442972,-0.14904288539151672
40,0.07319918726362809,-0.44995242059748075
41,-0.042863224787946325,-0.3076863532183841
42,0.05195047342490414,0.1496425898408029
43,-0.04185228060475746,0.03845510712467785
44,-0.1195888923399702,-0.33959480696011646
45,-0.07960475852870921,-0.1371601029707216
46,-0.03128949909011681,0.17685823158679745
47,-0.08355610641170164,-0.14649048309996449
48,-0.05375911723259979,0.014022892525876036
49,-0.14708989564780794,0.020892727550154287
50,-0.10363010379512327,-0.13356825224816146
51,0.050384723865501954,-0.2207596373308693
52,-0.025636358456965984,0.1991204671018515
53,2.8185978776451917,0.0439954782810913
54,-0.27894135176172813,0.261436358083018
55,-0.1670441542818616,-0.13013839898489207
56,-0.0723779203085239,-0.2997834243264422
57,-0.019858027763800957,0.2859955839656581
58,-0.0934339471536745,0.14484438279973344
59,-0.00576185438839356,-0.03947154544530384
60,0.024236112271923602,0.1825684889854376
61,-0.077991021510108,0.2103961981274457
62,-0.14298501484921067,-0.01058968641371637
63,-0.04485424425211297,0.1459079312100057
64,0.00679654159044914,-0.23879177899438966
65,-0.07373934714323022,0.9014739900610786
66,-0.07191758494906218,-0.05214102891614623
67,-0.105645763955018,0.31813449421211853
68,-0.07170223046992874,-0.15726503180058773
69,-0.0332065214981006,0.8660350863904072
70,-0.08779648855067275,0.1463607093450372
71,0.3593176261356425,-0.2842474655196139
72,-0.04667016882806295,-0.16574776834806434
73,-0.06371233078638414,-0.16507662732419315
74,-0.08496406209380378,-0.20106883045105586
75,-0.09777465891314555,-0.1556595877920198
76,0.09566236486087398,-0.22307802868631574
77,-0.07729263298852108,-0.17188211884309326
78,-0.09124247832022377,-0.012977321441135375
79,-0.08455118473563805,-0.18906125772675306
80,-0.05513554085979054,-0.308139691758667
81,-0.03629580168786646,-0.10716181794711323
82,-0.09318306703472667,-0.28949696079548926
83,0.13247186980930714,-0.2395022947491258
84,-0.16372726686722694,-0.09179871505283893
85,-0.11360580874998044,0.41159682232054495
86,-0.07030626334293394,-0.15383440548108915
87,-0.07483160841453641,-0.16865991149485487
88,-0.08349214937929593,-0.15299442630360843
89,-0.1512899469639096,0.2302309273549755
90,-0.037266052190046,-0.06802497428193975
91,-0.051575019941839745,0.11423805271029373
92,0.15361809449252195,-0.15489237359180694
93,0.19246919144482078,-0.24624098435760786
94,-0.14336290913027513,-0.15316212829027645
95,-0.02976378307002186,0.17255135375677175
96,-0.039996743994981404,0.2482448799781071
